iso,year,CONTROL_CORRUPTION,CREDIT_PRIVATE,CURRENT_ACCOUNT,DEPENDENCY_RATIO,ELECTRICITY,EXCHANGE_RATE,EXPORT_GROWTH,FDI,GDP_GROWTH,GDP_PC_PPP,GOV_EFFECTIVENESS,GROSS_SAVINGS,HIGH_TECH_EXPORTS,IMPORT_GROWTH,INFLATION,INVESTMENT,LIFE_EXPECTANCY,MANUF_VA,POLITICAL_STABILITY,POPULATION,REAL_INTEREST,REG_QUALITY,RESERVES_MONTHS,REVENUE_EX_GRANTS,RND,RULE_OF_LAW,SCHOOLING_SEC,TAX_REVENUE,TERMS_OF_TRADE,TRADE_OPENNESS,UNEMPLOYMENT,URBAN_SHARE,WORLD_GROWTH,WORLD_EXPORT_GROWTH,WORLD_INFLATION,ctfp,hc,rkna,emp,pop,cgdpo,rgdpo,rgdpna,labsh
BGD,2013,-1.1326018,41.7947548053392,1.3723251518825,58.8576060722821,61.5,78.103235,2.45188433657668,1.73532012481503,6.01360565834344,4822.72621378266,-0.773905699999999,39.7453877105331,0.299089378482049,1.21815154557578,7.53040640913172,28.3896207536466,69.487,16.4420194729911,-1.771799,156532141.0,5.98869390231374,-0.9494963,4.90974781514545,11.1604123713742,,-0.9749211,55.6214332189314,8.96241331541821,86.8,46.2964027228174,4.426,28.8407036106763,2.88974765617324,3.15001331842582,2.65167342916577,,1.9466552734375,,59.39942169189453,152.761418,503646.5,498137.21875,505699.65625,
BGD,2014,-1.1845563,43.7361238704853,0.437159797644511,57.6363999788042,62.4,77.6414083333333,3.20114927203254,1.46870305074204,6.0610593588495,5068.63965672741,-0.6851605,37.7792321968568,,1.16832386685408,6.99163889220849,28.5778757115563,70.016,16.6127076619157,-1.0510112,157964929.0,6.88586627746747,-0.8964974,5.58168526462513,10.8668856085968,,-0.851857499999999,,8.6353777373447,89.3,44.5140801968096,4.417,29.1944442321013,3.16849193058366,3.47031825748584,2.39371597209796,,1.9716922044754028,,59.44544219970703,154.517382,537656.8125,533593.6875,536350.5,
BGD,2015,-1.0798121,44.4069718062837,1.32188871858147,56.4576539922494,74.0,77.9469083333333,-2.8299901671938,1.4507824552936,6.55263987816197,5352.71133299566,-0.6547007,36.7309559824005,0.307867105131918,3.20270518191801,6.19428022984984,28.886689247008,70.543,16.7886735625088,-1.331635,159383179.0,5.51264431590567,-0.776809499999999,6.8309139901541,9.84448413886165,,-0.856926099999999,59.4217414855957,8.49834882820801,100.0,42.0859963070382,4.397,29.5395099477892,3.12721325699906,3.3526080435236,1.43702380935655,,1.9970511198043823,,59.489383697509766,156.25627599999999,583865.3125,580460.9375,571495.5625,
BGD,2016,-1.0667924,37.7986426672318,0.351171861174517,55.3718768318608,75.9,78.4680916666667,2.19674964507223,0.879528340271998,7.11347821270093,5682.53553494306,-0.5337691,37.280299201621,0.242933626284075,-7.0918846221482,5.51352572692995,30.2397639179985,71.075,20.3479480962979,-1.3416192,160811932.0,-13.6421356407859,-0.7592301,7.60387702099135,8.52279611186147,,-0.9068902,64.1664546117285,7.31691184755758,99.4,31.3341501346142,4.35,29.8753915517965,2.78974074234593,2.55312687440671,1.59691227583204,,2.0227363109588623,,59.5297966003418,157.977153,607812.375,605641.5,612148.875,
BGD,2017,-1.062185,40.4489561448676,-2.03756600416726,54.6436395397794,88.0,80.4375416666667,-1.8432808163076,0.616341784631384,6.59024999794057,6005.70718781048,-0.573203,35.2852031466044,0.426450633403232,5.16420001460736,5.70207015717239,30.9468731155675,71.606,20.0750615064997,-1.3289506,162186147.0,4.27653989369391,-0.7430899,6.76886499116675,8.0712626971168,,-0.924304999999999,62.3408639225315,6.99714263243688,94.5,29.9997306724343,4.372,30.2015798381799,3.44658623167955,5.17026302354977,2.22314331448899,,2.0487515926361084,,63.02877426147461,159.68542399999998,656738.9375,656738.9375,656738.9375,
BGD,2018,-1.0964787,40.0247365906979,-2.20783912081882,54.3273751721014,86.9,83.4662019166666,6.10591970600657,0.75354913412869,7.31941263014136,6392.59334024091,-0.6193938,35.4590395013776,0.539452073551698,23.9349777259356,5.54362139486476,31.8225747704431,72.122,20.8022959266315,-1.02517179999999,163523103.0,3.63430365848224,-0.7854912,5.67626909607111,8.70480535725308,,-0.9096266,65.2714888764112,7.73177216647423,91.1,32.5146317240884,4.439,30.5175656009959,3.28663086462807,4.12857650045815,2.44258329692817,,2.075101613998413,,64.34140014648438,161.37670799999998,712720.4375,714599.5625,708383.0,
BGD,2019,-1.1006451,39.0344709350066,-0.839485005371136,54.1751879343991,92.2,84.4535225,11.4564733885721,0.543244141585063,7.88191515117722,6838.32611608243,-0.5970582,36.3536024154867,,0.505485109903844,5.59199639930629,32.2137331126266,72.625,21.2079438820896,-0.996755,164913055.0,5.68956371493223,-0.8895369,5.85933450460047,8.85578039462247,,-0.9419472,65.1185413488915,7.63863895493657,96.9,31.5780544912404,4.504,30.8228396343012,2.680308747553,1.27890715448402,2.20607305781525,,2.101790428161621,,65.53406524658203,163.04616099999998,757204.5625,759470.625,766135.3125,
BGD,2020,-1.07605779999999,39.161059242521,0.318940441964321,54.0679893713504,96.2,84.8713916666667,-17.5023922874442,0.407859894856915,3.44801755122445,7015.19792797056,-0.7213698,37.1888662137067,,-11.4095619535824,5.69107474746211,31.3079413414304,71.421,20.5983315908994,-1.01518479999999,166298024.0,4.2891862514626,-0.8942304,8.65813724626272,8.64089809540505,,-0.8969166,66.4329548486639,7.00153674405437,101.3,26.271447376215,5.539,31.1168927321524,-2.88621185457086,-8.51501859309677,1.90509722047501,,,,,,,,,
BGD,2021,-1.0928915,39.0820163295701,-3.78969259910935,53.9605921368888,99.0,85.08376325,9.1914561175859,0.414118154040593,6.93867912442445,7441.06913961254,-0.563899399999999,36.051174233546,,15.2659417354817,5.54565430773473,31.0187387357172,71.103,21.2356729879977,-1.0535518,167658854.0,3.07621573507077,-0.871176499999999,6.29023985723134,9.53881335234034,,-0.974914899999999,66.8282318620991,7.64236301017901,83.7,27.7240047036631,5.457,31.3992156886061,6.48508887596752,9.98381025527803,3.47540320289875,,,,,,,,,
BGD,2022,-1.17834859999999,38.9555684288032,-3.81010813041237,53.6222137721463,99.4,91.7454544396961,29.3925550968107,0.347960024540439,7.09982877575158,7888.16389098304,-0.62345,33.9494644131122,,31.1830863627875,7.69695437176898,32.047275580905,74.265,21.7648193612213,-1.0954422,169384897.0,1.9724805729144,-0.9240476,4.18907976493715,,,-0.973641299999999,67.0384586440383,,73.9,33.7799672705735,4.593,31.673734726234,3.44001097265647,7.04279770032062,8.08169507021982,,,,,,,,,
BGD,2023,-1.1987203,37.6413802339103,-1.64602823544154,53.0958193080833,99.5,106.309484297483,8.03261322145461,0.335721505298968,5.77511237007889,8242.39798977242,-0.5574534,34.8812458251048,,-9.7736527707028,9.8835030377921,30.9512000834944,74.672,22.3420188692022,-1.0359445,171466990.0,0.629461237622801,-0.9009111,3.3558121828929,,,-0.9020256,65.9856598598849,,80.9,30.9829714104596,3.352,32.1578465036834,2.85938493335973,0.761537454221255,5.79944107391962,,,,,,,,,
